GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
C9orf43	-8.94	12	-1.77	0.0386	352	0.905	0.961	17706	0.98
GSK3A	-8.94	12	-1.77	0.0386	353	0.905	0.961	17705	0.98
ELAVL1	-8.93	12	-1.77	0.0386	354	0.905	0.961	17704	0.98
KPTN	-8.93	12	-1.77	0.0387	355	0.905	0.961	17703	0.98
KRT85	-8.92	12	-1.76	0.0388	356	0.905	0.961	17702	0.98
SLC44A5	-8.92	12	-1.76	0.0388	357	0.905	0.961	17701	0.98
SAP30	-8.92	12	-1.76	0.0389	358	0.905	0.961	17700	0.98
CBX5	-8.91	12	-1.76	0.0389	359	0.905	0.961	17699	0.98
KDM5B	-8.91	12	-1.76	0.0391	360	0.905	0.961	17698	0.98
ESRRA	-8.90	12	-1.76	0.0391	361	0.905	0.961	17697	0.98
SIKE1	-8.90	12	-1.76	0.0391	362	0.905	0.961	17696	0.98
OTP	-8.90	12	-1.76	0.0391	363	0.905	0.961	17695	0.98
RBM5	-8.90	12	-1.76	0.0392	364	0.905	0.961	17694	0.98
HLA-DOA	-8.89	12	-1.76	0.0393	365	0.905	0.961	17693	0.98
DAB2IP	-8.89	12	-1.76	0.0393	366	0.905	0.961	17692	0.98
ROM1	-8.88	12	-1.76	0.0394	367	0.905	0.961	17691	0.98
ZBTB3	-8.88	12	-1.76	0.0395	368	0.905	0.96	17690	0.98
TSC22D2	-8.88	12	-1.76	0.0395	369	0.905	0.96	17689	0.98
HLX	-8.85	12	-1.75	0.04	370	0.905	0.96	17688	0.98
CLDN3	-8.83	12	-1.75	0.0402	371	0.905	0.96	17687	0.98
KCNC4	-8.81	12	-1.74	0.0406	372	0.905	0.959	17686	0.98
KLF2	-8.78	12	-1.74	0.0411	373	0.905	0.959	17685	0.979
AMT	-8.77	12	-1.74	0.0413	374	0.905	0.959	17684	0.979
NUSAP1	-8.76	12	-1.73	0.0415	375	0.905	0.959	17683	0.979
IGHMBP2	-8.75	12	-1.73	0.0416	376	0.905	0.958	17682	0.979
HELZ2	-8.75	12	-1.73	0.0416	377	0.905	0.958	17681	0.979
ZNF830	-8.74	12	-1.73	0.0418	378	0.905	0.958	17680	0.979
NUP160	-8.71	12	-1.73	0.0422	379	0.905	0.958	17679	0.978
DEPDC4	-8.71	12	-1.72	0.0423	380	0.905	0.958	17678	0.978
TREM1	-8.71	12	-1.72	0.0424	381	0.905	0.958	17677	0.978
OR7C1	-8.70	12	-1.72	0.0425	382	0.905	0.958	17676	0.978
PPP1R18	-8.70	12	-1.72	0.0425	383	0.905	0.957	17675	0.978
SENP7	-8.70	12	-1.72	0.0425	384	0.905	0.957	17674	0.978
SHARPIN	-8.70	12	-1.72	0.0426	385	0.905	0.957	17673	0.978
MAPK11	-8.70	12	-1.72	0.0426	386	0.905	0.957	17672	0.978
HYKK	-8.69	12	-1.72	0.0426	387	0.905	0.957	17671	0.978
CASP14	-8.69	12	-1.72	0.0427	388	0.905	0.957	17670	0.978
PLEKHG2	-8.69	12	-1.72	0.0428	389	0.905	0.957	17669	0.978
CCL17	-8.68	12	-1.72	0.0428	390	0.905	0.957	17668	0.978
LINGO4	-8.68	12	-1.72	0.0428	391	0.905	0.957	17667	0.978
MAGED1	-8.67	12	-1.72	0.043	392	0.905	0.957	17666	0.978
ST8SIA2	-8.66	12	-1.71	0.0432	393	0.905	0.957	17665	0.978
GAK	-8.64	12	-1.71	0.0436	394	0.905	0.956	17664	0.978
DRD5	-8.63	12	-1.71	0.0437	395	0.905	0.956	17663	0.978
ABCA13	-8.63	12	-1.71	0.0437	396	0.905	0.956	17662	0.978
CXCR3	-8.63	12	-1.71	0.0437	397	0.905	0.956	17661	0.978
SMTNL1	-8.62	12	-1.71	0.0439	398	0.905	0.956	17660	0.978
C1orf210	-8.61	12	-1.70	0.0441	399	0.905	0.956	17659	0.977
LRRC38	-8.60	12	-1.70	0.0442	400	0.905	0.956	17658	0.977
TRIM67	-8.59	12	-1.70	0.0444	401	0.905	0.956	17657	0.977
TMEM225	-8.59	12	-1.70	0.0444	402	0.905	0.956	17656	0.977
RSU1	-8.59	12	-1.70	0.0444	403	0.905	0.956	17655	0.977
ZNF148	-8.59	12	-1.70	0.0444	404	0.905	0.956	17654	0.977
WDR48	-8.59	12	-1.70	0.0445	405	0.905	0.956	17653	0.977
SLC15A1	-8.57	12	-1.70	0.0447	406	0.905	0.955	17652	0.977
VAV2	-8.56	12	-1.70	0.0449	407	0.905	0.955	17651	0.977
CRCT1	-8.55	12	-1.69	0.0451	408	0.905	0.955	17650	0.977
ABRACL	-8.55	12	-1.69	0.0452	409	0.905	0.955	17649	0.977
SCAF1	-8.54	12	-1.69	0.0452	410	0.905	0.955	17648	0.977
SGCE	-8.54	12	-1.69	0.0454	411	0.905	0.955	17647	0.977
C5orf27	-8.53	12	-1.69	0.0455	412	0.905	0.955	17646	0.977
ARHGAP23	-8.53	12	-1.69	0.0455	413	0.905	0.955	17645	0.977
OR2B11	-8.53	12	-1.69	0.0456	414	0.905	0.954	17644	0.977
TXNDC5	-8.52	12	-1.69	0.0457	415	0.905	0.954	17643	0.977
METTL11B	-8.52	12	-1.69	0.0457	416	0.905	0.954	17642	0.977
SP8	-8.51	12	-1.69	0.0458	417	0.905	0.954	17641	0.977
TGM4	-8.51	12	-1.69	0.0459	418	0.905	0.954	17640	0.977
LURAP1	-8.49	12	-1.68	0.0462	419	0.905	0.954	17639	0.976
UGCG	-8.49	12	-1.68	0.0463	420	0.905	0.954	17638	0.976
WIZ	-8.49	12	-1.68	0.0463	421	0.905	0.954	17637	0.976
TUBGCP2	-8.48	12	-1.68	0.0463	422	0.905	0.954	17636	0.976
FBXL2	-8.48	12	-1.68	0.0463	423	0.905	0.954	17635	0.976
G3BP2	-8.48	12	-1.68	0.0464	424	0.905	0.954	17634	0.976
EFR3A	-8.48	12	-1.68	0.0464	425	0.905	0.954	17633	0.976
WNT3A	-8.47	12	-1.68	0.0466	426	0.905	0.953	17632	0.976
SLC22A11	-8.47	12	-1.68	0.0466	427	0.905	0.953	17631	0.976
ZNF121	-8.47	12	-1.68	0.0467	428	0.905	0.953	17630	0.976
ERBB2	-8.46	12	-1.68	0.0469	429	0.905	0.953	17629	0.976
TMEM132A	-8.45	12	-1.68	0.0469	430	0.905	0.953	17628	0.976
AFF4	-8.45	12	-1.68	0.0469	431	0.905	0.953	17627	0.976
PPAP2A	-8.45	12	-1.68	0.0469	432	0.905	0.953	17626	0.976
CHRM1	-8.45	12	-1.67	0.047	433	0.905	0.953	17625	0.976
IL25	-8.45	12	-1.67	0.047	434	0.905	0.953	17624	0.976
CALCA	-8.44	12	-1.67	0.0471	435	0.905	0.953	17623	0.976
ELSPBP1	-8.43	12	-1.67	0.0474	436	0.905	0.953	17622	0.976
SH3BP2	-8.43	12	-1.67	0.0474	437	0.905	0.953	17621	0.976
ZC3H12A	-8.42	12	-1.67	0.0476	438	0.905	0.952	17620	0.976
TEX26	-8.41	12	-1.67	0.0477	439	0.905	0.952	17619	0.976
PLA2G4D	-8.41	12	-1.67	0.0477	440	0.905	0.952	17618	0.976
RNASE1	-8.40	12	-1.67	0.0479	441	0.905	0.952	17617	0.976
NOTCH3	-8.39	12	-1.66	0.048	442	0.905	0.952	17616	0.976
NAP1L1	-8.38	12	-1.66	0.0482	443	0.905	0.952	17615	0.976
GDPGP1	-8.37	12	-1.66	0.0485	444	0.905	0.952	17614	0.975
YIPF1	-8.37	12	-1.66	0.0485	445	0.905	0.951	17613	0.975
FAM71F2	-8.37	12	-1.66	0.0486	446	0.905	0.951	17612	0.975
DMXL2	-8.36	12	-1.66	0.0486	447	0.905	0.951	17611	0.975
NFE2	-8.36	12	-1.66	0.0486	448	0.905	0.951	17610	0.975
LGR5	-8.36	12	-1.66	0.0486	449	0.905	0.951	17609	0.975
SEC23B	-8.36	12	-1.66	0.0487	450	0.905	0.951	17608	0.975
GNRH2	-8.36	12	-1.66	0.0487	451	0.905	0.951	17607	0.975
OR4D6	-8.36	12	-1.66	0.0487	452	0.905	0.951	17606	0.975
RASGRF1	-8.35	12	-1.66	0.0488	453	0.905	0.951	17605	0.975
TAL1	-8.35	12	-1.66	0.049	454	0.905	0.951	17604	0.975
WWTR1	-8.32	12	-1.65	0.0494	455	0.905	0.951	17603	0.975
KRT73	-8.32	12	-1.65	0.0495	456	0.905	0.951	17602	0.975
MPST	-8.32	12	-1.65	0.0495	457	0.905	0.951	17601	0.975
VWA5B1	-8.32	12	-1.65	0.0495	458	0.905	0.951	17600	0.975
IWS1	-8.32	12	-1.65	0.0495	459	0.905	0.95	17599	0.975
RBPJ	-8.31	12	-1.65	0.0497	460	0.905	0.95	17598	0.975
CLPSL2	-8.31	12	-1.65	0.0497	461	0.905	0.95	17597	0.975
RAD17	-8.30	12	-1.65	0.0498	462	0.905	0.95	17596	0.975
BCAS3	-8.30	12	-1.65	0.0499	463	0.905	0.95	17595	0.975
AP4E1	-8.30	12	-1.65	0.0499	464	0.905	0.95	17594	0.975
CCDC65	-8.29	12	-1.65	0.05	465	0.905	0.95	17593	0.975
MAFB	-8.29	12	-1.64	0.0501	466	0.905	0.95	17592	0.975
RETNLB	-8.27	12	-1.64	0.0503	467	0.905	0.95	17591	0.975
ZNF282	-8.27	12	-1.64	0.0504	468	0.905	0.95	17590	0.975
SAMD9L	-8.27	12	-1.64	0.0504	469	0.905	0.95	17589	0.975
CDRT1	-7.16	9	-1.64	0.0504	470	0.905	0.95	17588	0.975
CTC-534A2.2	-8.26	12	-1.64	0.0507	471	0.905	0.949	17587	0.975
OR6F1	-8.24	12	-1.64	0.051	472	0.905	0.949	17586	0.974
CXCL5	-8.24	12	-1.64	0.051	473	0.905	0.949	17585	0.974
MYO1F	-8.24	12	-1.64	0.051	474	0.905	0.949	17584	0.974
KCNQ4	-8.23	12	-1.63	0.0512	475	0.905	0.949	17583	0.974
HIRA	-8.23	12	-1.63	0.0512	476	0.905	0.949	17582	0.974
ZFP90	-8.23	12	-1.63	0.0513	477	0.905	0.949	17581	0.974
AQP6	-8.23	12	-1.63	0.0513	478	0.905	0.949	17580	0.974
EBP	-8.22	12	-1.63	0.0514	479	0.905	0.949	17579	0.974
KPNA4	-8.21	12	-1.63	0.0515	480	0.905	0.948	17578	0.974
FGF14	-8.21	12	-1.63	0.0516	481	0.905	0.948	17577	0.974
CHRM4	-8.20	12	-1.63	0.0518	482	0.905	0.948	17576	0.974
PLEKHA6	-8.20	12	-1.63	0.0518	483	0.905	0.948	17575	0.974
RAB2A	-8.19	12	-1.63	0.052	484	0.905	0.948	17574	0.974
HDGFRP2	-8.19	12	-1.63	0.052	485	0.905	0.948	17573	0.974
LRTM1	-8.19	12	-1.62	0.0521	486	0.905	0.948	17572	0.974
SRPK2	-8.18	12	-1.62	0.0523	487	0.905	0.948	17571	0.974
OR12D3	-8.17	12	-1.62	0.0524	488	0.905	0.948	17570	0.974
CLCC1	-8.17	12	-1.62	0.0525	489	0.905	0.948	17569	0.974
C7orf71	-8.17	12	-1.62	0.0525	490	0.905	0.947	17568	0.974
BAZ1B	-8.16	12	-1.62	0.0525	491	0.905	0.947	17567	0.974
PPP2R5A	-8.16	12	-1.62	0.0527	492	0.905	0.947	17566	0.974
ACP2	-8.15	12	-1.62	0.0528	493	0.905	0.947	17565	0.974
C11orf65	-8.15	12	-1.62	0.0529	494	0.905	0.947	17564	0.974
RELL1	-8.14	12	-1.62	0.053	495	0.905	0.947	17563	0.974
OTOS	-8.14	12	-1.62	0.0531	496	0.905	0.947	17562	0.974
FAM71F1	-8.13	12	-1.62	0.0531	497	0.905	0.947	17561	0.974
GLTSCR1	-8.12	12	-1.61	0.0534	498	0.905	0.947	17560	0.973
GPR98	-8.12	12	-1.61	0.0535	499	0.905	0.946	17559	0.973
NXPE4	-8.11	12	-1.61	0.0537	500	0.905	0.946	17558	0.973
FYTTD1	-8.11	12	-1.61	0.0537	501	0.905	0.946	17557	0.973
AIF1	-8.11	12	-1.61	0.0537	502	0.905	0.946	17556	0.973
JAK3	-8.10	12	-1.61	0.0538	503	0.905	0.946	17555	0.973
GCM1	-8.10	12	-1.61	0.0538	504	0.905	0.946	17554	0.973
NDUFB9	-8.10	12	-1.61	0.054	505	0.905	0.946	17553	0.973
DUOXA1	-8.09	12	-1.61	0.054	506	0.905	0.946	17552	0.973
RCAN3	-8.08	12	-1.61	0.0542	507	0.905	0.946	17551	0.973
FGF3	-8.08	12	-1.61	0.0542	508	0.905	0.946	17550	0.973
TRIM21	-8.08	12	-1.61	0.0542	509	0.905	0.946	17549	0.973
DYRK2	-8.07	12	-1.60	0.0545	510	0.905	0.946	17548	0.973
SH2D5	-8.06	12	-1.60	0.0546	511	0.905	0.945	17547	0.973
C1orf146	-5.70	6	-1.60	0.0547	512	0.905	0.945	17546	0.973
SPERT	-8.06	12	-1.60	0.0547	513	0.905	0.945	17545	0.973
OR4C5	-8.05	12	-1.60	0.0549	514	0.905	0.945	17544	0.973
PRX	-8.05	12	-1.60	0.055	515	0.905	0.945	17543	0.973
CCDC3	-8.05	12	-1.60	0.055	516	0.905	0.945	17542	0.973
LACRT	-8.04	12	-1.60	0.0551	517	0.905	0.945	17541	0.973
ARGLU1	-8.04	12	-1.60	0.0552	518	0.905	0.945	17540	0.973
NTF4	-8.04	12	-1.60	0.0552	519	0.905	0.945	17539	0.973
TM7SF3	-8.03	12	-1.60	0.0553	520	0.905	0.945	17538	0.973
FEZF1	-8.03	12	-1.59	0.0554	521	0.905	0.945	17537	0.973
NUDT16	-8.03	12	-1.59	0.0554	522	0.905	0.945	17536	0.973
DDAH1	-8.02	12	-1.59	0.0556	523	0.905	0.944	17535	0.973
USF1	-8.01	12	-1.59	0.0557	524	0.905	0.944	17534	0.972
OC90	-8.01	12	-1.59	0.0558	525	0.905	0.944	17533	0.972
PFN1	-8.01	12	-1.59	0.0558	526	0.905	0.944	17532	0.972
CNR2	-8.01	12	-1.59	0.0559	527	0.905	0.944	17531	0.972
RBM24	-8.01	12	-1.59	0.0559	528	0.905	0.944	17530	0.972
BARHL2	-8.00	12	-1.59	0.056	529	0.905	0.944	17529	0.972
HLA-DRA	-8.00	12	-1.59	0.056	530	0.905	0.944	17528	0.972
KIAA0226L	-8.00	12	-1.59	0.056	531	0.905	0.944	17527	0.972
TNNI1	-8.00	12	-1.59	0.0561	532	0.905	0.944	17526	0.972
MLLT3	-7.99	12	-1.59	0.0561	533	0.905	0.944	17525	0.972
TIMM17A	-7.99	12	-1.59	0.0561	534	0.905	0.944	17524	0.972
SFSWAP	-7.99	12	-1.59	0.0562	535	0.905	0.944	17523	0.972
OR4N4	-7.99	12	-1.59	0.0562	536	0.905	0.944	17522	0.972
CD79B	-7.99	12	-1.59	0.0563	537	0.905	0.944	17521	0.972
LRRC40	-7.97	12	-1.58	0.0566	538	0.905	0.943	17520	0.972
GAST	-7.97	12	-1.58	0.0566	539	0.905	0.943	17519	0.972
NBAS	-7.97	12	-1.58	0.0566	540	0.905	0.943	17518	0.972
BEST2	-7.97	12	-1.58	0.0567	541	0.905	0.943	17517	0.972
ATP6V0A2	-7.96	12	-1.58	0.0568	542	0.905	0.943	17516	0.972
LMO2	-7.96	12	-1.58	0.0569	543	0.905	0.943	17515	0.972
VHLL	-7.95	12	-1.58	0.0571	544	0.905	0.943	17514	0.972
INSL5	-7.95	12	-1.58	0.0571	545	0.905	0.943	17513	0.972
TACC2	-7.95	12	-1.58	0.0571	546	0.905	0.943	17512	0.972
ARPC1B	-7.94	12	-1.58	0.0572	547	0.905	0.943	17511	0.972
TMEM210	-7.93	12	-1.58	0.0574	548	0.905	0.943	17510	0.972
FRS3	-7.93	12	-1.58	0.0575	549	0.905	0.942	17509	0.972
SMYD2	-7.93	12	-1.58	0.0575	550	0.905	0.942	17508	0.972
SLC9A7	-7.92	12	-1.57	0.0578	551	0.905	0.942	17507	0.972
TMEM234	-7.91	12	-1.57	0.0579	552	0.905	0.942	17506	0.972
PSMB1	-7.91	12	-1.57	0.0579	553	0.905	0.942	17505	0.972
HOXB1	-7.90	12	-1.57	0.0581	554	0.905	0.942	17504	0.972
HPSE2	-7.90	12	-1.57	0.0581	555	0.905	0.942	17503	0.972
C1QL1	-7.90	12	-1.57	0.0582	556	0.905	0.942	17502	0.972
COCH	-7.88	12	-1.57	0.0586	557	0.905	0.941	17501	0.971
PLIN1	-7.88	12	-1.57	0.0586	558	0.905	0.941	17500	0.971
SLC35E2B	-7.88	12	-1.57	0.0587	559	0.905	0.941	17499	0.971
SVOPL	-7.87	12	-1.56	0.0588	560	0.905	0.941	17498	0.971
ITGB3	-7.86	12	-1.56	0.059	561	0.905	0.941	17497	0.971
ANKRD35	-7.86	12	-1.56	0.0591	562	0.905	0.941	17496	0.971
ODF1	-7.86	12	-1.56	0.0591	563	0.905	0.941	17495	0.971
COL11A2	-7.86	12	-1.56	0.0591	564	0.905	0.941	17494	0.971
LRP4	-7.86	12	-1.56	0.0591	565	0.905	0.941	17493	0.971
NR2F2	-7.86	12	-1.56	0.0592	566	0.905	0.941	17492	0.971
TICRR	-7.84	12	-1.56	0.0594	567	0.905	0.941	17491	0.971
SLC39A2	-7.84	12	-1.56	0.0595	568	0.905	0.941	17490	0.971
SNX13	-7.84	12	-1.56	0.0595	569	0.905	0.94	17489	0.971
PBX2	-7.83	12	-1.56	0.0596	570	0.905	0.94	17488	0.971
HIST2H2AC	-3.91	3	-1.56	0.0598	571	0.905	0.94	17487	0.971
LMO4	-7.82	12	-1.56	0.0599	572	0.905	0.94	17486	0.971
STXBP5L	-7.82	12	-1.56	0.06	573	0.905	0.94	17485	0.971
ZCCHC14	-7.81	12	-1.55	0.0601	574	0.905	0.94	17484	0.971
USP4	-7.81	12	-1.55	0.0601	575	0.905	0.94	17483	0.971
RABL3	-7.81	12	-1.55	0.0602	576	0.905	0.94	17482	0.971
FGD2	-7.80	12	-1.55	0.0605	577	0.905	0.939	17481	0.97
TTC23L	-7.79	12	-1.55	0.0607	578	0.905	0.939	17480	0.97
SNX32	-7.79	12	-1.55	0.0607	579	0.905	0.939	17479	0.97
RAB18	-7.77	12	-1.55	0.061	580	0.905	0.939	17478	0.97
OSCP1	-7.77	12	-1.55	0.0611	581	0.905	0.939	17477	0.97
LDLR	-7.76	12	-1.54	0.0614	582	0.905	0.939	17476	0.97
MOV10L1	-7.75	12	-1.54	0.0615	583	0.905	0.938	17475	0.97
GJA5	-7.75	12	-1.54	0.0616	584	0.905	0.938	17474	0.97
GPATCH8	-7.75	12	-1.54	0.0616	585	0.905	0.938	17473	0.97
FAM187B	-7.74	12	-1.54	0.0618	586	0.905	0.938	17472	0.97
LPO	-7.74	12	-1.54	0.0618	587	0.905	0.938	17471	0.97
IGF1	-7.74	12	-1.54	0.0618	588	0.905	0.938	17470	0.97
IL18RAP	-7.74	12	-1.54	0.0619	589	0.905	0.938	17469	0.97
PPARGC1A	-7.74	12	-1.54	0.0619	590	0.905	0.938	17468	0.97
AK5	-7.73	12	-1.54	0.0619	591	0.905	0.938	17467	0.97
PBX1	-7.73	12	-1.54	0.0619	592	0.905	0.938	17466	0.97
PHKA1	-7.73	12	-1.54	0.0619	593	0.905	0.938	17465	0.97
SUV39H1	-7.73	12	-1.54	0.062	594	0.905	0.938	17464	0.97
GNAI3	-7.73	12	-1.54	0.062	595	0.905	0.938	17463	0.97
HIF1AN	-7.73	12	-1.54	0.0621	596	0.905	0.938	17462	0.97
GJA10	-7.72	12	-1.54	0.0621	597	0.905	0.938	17461	0.97
PRICKLE2	-7.72	12	-1.54	0.0621	598	0.905	0.938	17460	0.97
LPAR1	-7.72	12	-1.54	0.0621	599	0.905	0.938	17459	0.97
PARP3	-7.72	12	-1.54	0.0621	600	0.905	0.938	17458	0.97
FRMD3	-7.72	12	-1.54	0.0622	601	0.905	0.938	17457	0.97
ATP1B2	-7.72	12	-1.54	0.0623	602	0.905	0.938	17456	0.97
KLF10	-7.71	12	-1.53	0.0624	603	0.905	0.938	17455	0.97
DEPDC5	-7.70	12	-1.53	0.0626	604	0.905	0.937	17454	0.97
TCEA2	-7.70	12	-1.53	0.0627	605	0.905	0.937	17453	0.97
PSMB11	-7.70	12	-1.53	0.0627	606	0.905	0.937	17452	0.97
NCK1	-7.70	12	-1.53	0.0628	607	0.905	0.937	17451	0.97
TOMM5	-7.70	12	-1.53	0.0628	608	0.905	0.937	17450	0.97
CSDE1	-7.70	12	-1.53	0.0628	609	0.905	0.937	17449	0.97
AQP11	-7.69	12	-1.53	0.063	610	0.905	0.937	17448	0.97
CPD	-7.69	12	-1.53	0.0631	611	0.905	0.937	17447	0.97
RIC8A	-7.68	12	-1.53	0.0632	612	0.905	0.937	17446	0.97
METTL7B	-7.67	12	-1.53	0.0633	613	0.905	0.937	17445	0.97
NMU	-7.67	12	-1.53	0.0635	614	0.905	0.936	17444	0.969
RP1	-7.67	12	-1.53	0.0635	615	0.905	0.936	17443	0.969
SLC17A3	-7.66	12	-1.53	0.0636	616	0.905	0.936	17442	0.969
BAZ2A	-7.66	12	-1.53	0.0636	617	0.905	0.936	17441	0.969
DKK1	-7.66	12	-1.52	0.0637	618	0.905	0.936	17440	0.969
DNASE1L3	-7.66	12	-1.52	0.0637	619	0.905	0.936	17439	0.969
ANKRD13C	-7.65	12	-1.52	0.0639	620	0.905	0.936	17438	0.969
NPFFR2	-7.65	12	-1.52	0.064	621	0.905	0.936	17437	0.969
SQRDL	-7.64	12	-1.52	0.0641	622	0.905	0.936	17436	0.969
C2CD4D	-7.64	12	-1.52	0.0641	623	0.905	0.936	17435	0.969
RCN2	-7.64	12	-1.52	0.0642	624	0.905	0.936	17434	0.969
PHF3	-7.63	12	-1.52	0.0643	625	0.905	0.936	17433	0.969
ZBTB10	-7.63	12	-1.52	0.0644	626	0.905	0.936	17432	0.969
DCAF15	-7.63	12	-1.52	0.0644	627	0.905	0.936	17431	0.969
CDC20B	-7.62	12	-1.52	0.0647	628	0.905	0.935	17430	0.969
KIFAP3	-7.61	12	-1.52	0.0647	629	0.905	0.935	17429	0.969
PKD2L2	-7.61	12	-1.52	0.0647	630	0.905	0.935	17428	0.969
SPRY1	-7.61	12	-1.52	0.0649	631	0.905	0.935	17427	0.969
PRG3	-7.61	12	-1.51	0.065	632	0.905	0.935	17426	0.969
HGF	-7.60	12	-1.51	0.065	633	0.905	0.935	17425	0.969
ZNF484	-7.60	12	-1.51	0.0651	634	0.905	0.935	17424	0.969
UNC119	-7.59	12	-1.51	0.0653	635	0.905	0.935	17423	0.969
DDX60L	-7.59	12	-1.51	0.0653	636	0.905	0.935	17422	0.969
PSEN2	-7.59	12	-1.51	0.0654	637	0.905	0.935	17421	0.969
BBS1	-7.59	12	-1.51	0.0654	638	0.905	0.935	17420	0.969
FIBIN	-7.58	12	-1.51	0.0655	639	0.905	0.935	17419	0.969
CCDC159	-7.58	12	-1.51	0.0656	640	0.905	0.934	17418	0.969
GPR182	-7.58	12	-1.51	0.0656	641	0.905	0.934	17417	0.969
OVOL1	-7.57	12	-1.51	0.0658	642	0.905	0.934	17416	0.969
SLAMF9	-7.57	12	-1.51	0.0658	643	0.905	0.934	17415	0.969
MTMR8	-7.57	12	-1.51	0.0658	644	0.905	0.934	17414	0.969
PATL2	-7.57	12	-1.51	0.0659	645	0.905	0.934	17413	0.969
CREG1	-7.57	12	-1.51	0.0659	646	0.905	0.934	17412	0.969
AMBRA1	-7.57	12	-1.51	0.0659	647	0.905	0.934	17411	0.969
GPC6	-7.56	12	-1.51	0.0661	648	0.905	0.934	17410	0.969
BPIFB4	-7.56	12	-1.51	0.0661	649	0.905	0.934	17409	0.969
TGFA	-7.56	12	-1.51	0.0661	650	0.905	0.934	17408	0.969
RRP36	-7.56	12	-1.51	0.0661	651	0.905	0.934	17407	0.969
SELP	-7.55	12	-1.50	0.0662	652	0.905	0.934	17406	0.969
HIST1H3A	-7.55	12	-1.50	0.0663	653	0.905	0.934	17405	0.969
FXYD1	-7.55	12	-1.50	0.0663	654	0.905	0.934	17404	0.969
PTPN23	-7.55	12	-1.50	0.0663	655	0.905	0.934	17403	0.969
WHSC1	-7.54	12	-1.50	0.0665	656	0.905	0.933	17402	0.969
TBC1D12	-7.54	12	-1.50	0.0666	657	0.905	0.933	17401	0.969
CD8B	-7.54	12	-1.50	0.0666	658	0.905	0.933	17400	0.969
PARL	-7.52	12	-1.50	0.0669	659	0.905	0.933	17399	0.968
ITLN1	-7.52	12	-1.50	0.067	660	0.905	0.933	17398	0.968
CDK5	-7.52	12	-1.50	0.067	661	0.905	0.933	17397	0.968
NAT8	-7.52	12	-1.50	0.067	662	0.905	0.933	17396	0.968
PCNXL3	-7.52	12	-1.50	0.0671	663	0.905	0.933	17395	0.968
HTR3C	-7.51	12	-1.50	0.0672	664	0.905	0.933	17394	0.968
DNAJB13	-7.51	12	-1.50	0.0672	665	0.905	0.933	17393	0.968
RARRES3	-7.51	12	-1.50	0.0672	666	0.905	0.933	17392	0.968
PRODH2	-7.51	12	-1.50	0.0672	667	0.905	0.933	17391	0.968
TEX33	-7.51	12	-1.50	0.0672	668	0.905	0.933	17390	0.968
LEPR	-7.51	12	-1.50	0.0673	669	0.905	0.933	17389	0.968
KRT77	-7.51	12	-1.50	0.0674	670	0.905	0.933	17388	0.968
SLCO2B1	-7.49	12	-1.49	0.0677	671	0.905	0.932	17387	0.968
HIST1H1T	-7.49	12	-1.49	0.0677	672	0.905	0.932	17386	0.968
GLG1	-7.49	12	-1.49	0.0677	673	0.905	0.932	17385	0.968
ANKRD13D	-7.49	12	-1.49	0.0678	674	0.905	0.932	17384	0.968
BLVRB	-7.48	12	-1.49	0.068	675	0.905	0.932	17383	0.968
KLC4	-7.48	12	-1.49	0.068	676	0.905	0.932	17382	0.968
TYW3	-7.48	12	-1.49	0.068	677	0.905	0.932	17381	0.968
PLEKHH3	-7.48	12	-1.49	0.068	678	0.905	0.932	17380	0.968
EP400NL	-7.48	12	-1.49	0.0681	679	0.905	0.932	17379	0.968
GSTM3	-7.48	12	-1.49	0.0681	680	0.905	0.932	17378	0.968
KCND1	-7.47	12	-1.49	0.0682	681	0.905	0.932	17377	0.968
SERPINA5	-7.47	12	-1.49	0.0683	682	0.905	0.932	17376	0.968
ZBED5	-7.47	12	-1.49	0.0683	683	0.905	0.932	17375	0.968
CPOX	-7.46	12	-1.49	0.0686	684	0.905	0.931	17374	0.968
COL24A1	-7.46	12	-1.49	0.0686	685	0.905	0.931	17373	0.968
OR2AK2	-7.46	12	-1.49	0.0686	686	0.905	0.931	17372	0.968
SUSD3	-7.46	12	-1.49	0.0686	687	0.905	0.931	17371	0.968
ILDR2	-7.45	12	-1.49	0.0688	688	0.905	0.931	17370	0.968
GPR161	-7.45	12	-1.48	0.0688	689	0.905	0.931	17369	0.968
OR7D2	-7.45	12	-1.48	0.0688	690	0.905	0.931	17368	0.968
REXO1	-7.44	12	-1.48	0.0691	691	0.905	0.931	17367	0.968
CSAD	-7.44	12	-1.48	0.0691	692	0.905	0.931	17366	0.968
ITGB6	-7.44	12	-1.48	0.0691	693	0.905	0.931	17365	0.968
TTC40	-7.44	12	-1.48	0.0691	694	0.905	0.931	17364	0.968
DVL1	-7.43	12	-1.48	0.0692	695	0.905	0.931	17363	0.968
PCDHA5	-7.43	12	-1.48	0.0692	696	0.905	0.931	17362	0.968
MEF2D	-7.41	12	-1.48	0.0697	697	0.905	0.93	17361	0.968
C6orf25	-7.40	12	-1.48	0.07	698	0.905	0.93	17360	0.967
BHMT2	-7.40	12	-1.48	0.0701	699	0.905	0.93	17359	0.967
HGFAC	-7.40	12	-1.47	0.0701	700	0.905	0.93	17358	0.967
MAOB	-7.39	12	-1.47	0.0703	701	0.905	0.93	17357	0.967
